event_definition,coding_system,code_name,concept,concept_name,tags,system,event_abbreviation,type,code_rounding_issue,code_issue_dot,code
Atopic dermatitis,MEDCODEID,Infective eczematoid dermatitis,"","",possible,Im,ATOPDERMATITIS,COV,6859231000006111,6859231000006111,6859231000006111
Atopic dermatitis,MEDCODEID,Ingestion dermatitis,"","",possible,Im,ATOPDERMATITIS,COV,308633010,308633010,308633010
Atopic dermatitis,MEDCODEID,Ingestion dermatitis - drugs,"","",possible,Im,ATOPDERMATITIS,COV,889261000006113,889261000006113,889261000006113
Atopic dermatitis,MEDCODEID,Ingestion dermatitis - food,"","",possible,Im,ATOPDERMATITIS,COV,889271000006118,889271000006118,889271000006118
Atopic dermatitis,MEDCODEID,Ingestion dermatitis NOS,"","",possible,Im,ATOPDERMATITIS,COV,308644019,308644019,308644019
Atopic dermatitis,MEDCODEID,Ingestion dermatitis due to drugs,"","",possible,Im,ATOPDERMATITIS,COV,399918013,399918013,399918013
Atopic dermatitis,MEDCODEID,Ingestion dermatitis due to food,"","",possible,Im,ATOPDERMATITIS,COV,308642015,308642015,308642015
Atopic dermatitis,MEDCODEID,Ingestion dermatitis due to other specified substance,"","",possible,Im,ATOPDERMATITIS,COV,308643013,308643013,308643013
Atopic dermatitis,MEDCODEID,Inverse pattern atopic dermatitis,"","",narrow,Im,ATOPDERMATITIS,COV,5122871000006110,5122871000006110,5122871000006110
Atopic dermatitis,MEDCODEID,Irritant contact dermatitis,"","",possible,Im,ATOPDERMATITIS,COV,1775284012,1775284012,1775284012
Atopic dermatitis,MEDCODEID,Irritant contact dermatitis caused by chemical,"","",possible,Im,ATOPDERMATITIS,COV,308587010,308587010,308587010
Atopic dermatitis,MEDCODEID,Irritant contact dermatitis due to contact with urine and-or faeces,"","",possible,Im,ATOPDERMATITIS,COV,6662991000006114,6662991000006114,6662991000006114
Atopic dermatitis,MEDCODEID,Irritant contact dermatitis due to cosmetic,"","",possible,Im,ATOPDERMATITIS,COV,4805061000006113,4805061000006113,4805061000006113
Atopic dermatitis,MEDCODEID,Irritant contact dermatitis due to cosmetics,"","",possible,Im,ATOPDERMATITIS,COV,308585019,308585019,308585019
Atopic dermatitis,MEDCODEID,Irritant contact dermatitis due to dribbling and-or teething,"","",possible,Im,ATOPDERMATITIS,COV,6663151000006113,6663151000006113,6663151000006113
Atopic dermatitis,MEDCODEID,Irritant contact dermatitis due to drug in contact with skin,"","",possible,Im,ATOPDERMATITIS,COV,4805091000006117,4805091000006117,4805091000006117
Atopic dermatitis,MEDCODEID,Irritant contact dermatitis due to drugs in contact with the skin,"","",possible,Im,ATOPDERMATITIS,COV,745631000006113,745631000006113,745631000006113
Atopic dermatitis,MEDCODEID,Irritant contact dermatitis due to food in contact with skin,"","",possible,Im,ATOPDERMATITIS,COV,4805121000006118,4805121000006118,4805121000006118
Atopic dermatitis,MEDCODEID,Irritant contact dermatitis due to food in contact with the skin,"","",possible,Im,ATOPDERMATITIS,COV,745641000006115,745641000006115,745641000006115
Atopic dermatitis,MEDCODEID,Irritant contact dermatitis due to incontinence,"","",possible,Im,ATOPDERMATITIS,COV,6663041000006112,6663041000006112,6663041000006112
Atopic dermatitis,MEDCODEID,Irritant contact dermatitis due to lip-licking,"","",possible,Im,ATOPDERMATITIS,COV,14199451000006113,14199451000006113,14199451000006113
Atopic dermatitis,MEDCODEID,Irritant contact dermatitis due to plants- except food,"","",possible,Im,ATOPDERMATITIS,COV,308589013,308589013,308589013
Atopic dermatitis,MEDCODEID,Irritant contact dermatitis of hand,"","",possible,Im,ATOPDERMATITIS,COV,14199461000006110,14199461000006110,14199461000006110
Atopic dermatitis,MEDCODEID,Irritant contact hand dermatitis,"","",possible,Im,ATOPDERMATITIS,COV,6663231000006112,6663231000006112,6663231000006112
Atopic dermatitis,MEDCODEID,Irritant napkin dermatitis,"","",possible,Im,ATOPDERMATITIS,COV,3986371000006116,3986371000006116,3986371000006116
Atopic dermatitis,MEDCODEID,Juvenile dermatitis herpetiformis,"","",narrow,Im,ATOPDERMATITIS,COV,10833016,10833016,10833016
Atopic dermatitis,MEDCODEID,Juvenile plantar dermatitis,"","",narrow,Im,ATOPDERMATITIS,COV,755361000006114,755361000006114,755361000006114
Atopic dermatitis,MEDCODEID,Juvenile plantar dermatitis,"","",narrow,Im,ATOPDERMATITIS,COV,755371000006119,755371000006119,755371000006119
Atopic dermatitis,MEDCODEID,Lanolin contact dermatitis,"","",possible,Im,ATOPDERMATITIS,COV,357562012,357562012,357562012
Atopic dermatitis,MEDCODEID,Lichenified eczema,"","",narrow,Im,ATOPDERMATITIS,COV,4354911000006119,4354911000006119,4354911000006119
Atopic dermatitis,MEDCODEID,Lichenoid allergic contact dermatitis,"","",possible,Im,ATOPDERMATITIS,COV,5124911000006117,5124911000006117,5124911000006117
Atopic dermatitis,MEDCODEID,Lichenoid dermatitis,"","",narrow,Im,ATOPDERMATITIS,COV,2704471000006117,2704471000006117,2704471000006117
Atopic dermatitis,MEDCODEID,Lip eczema,"","",possible,Im,ATOPDERMATITIS,COV,6662371000006112,6662371000006112,6662371000006112
Atopic dermatitis,MEDCODEID,Lip licking eczema,"","",possible,Im,ATOPDERMATITIS,COV,5123541000006112,5123541000006112,5123541000006112
Atopic dermatitis,MEDCODEID,Napkin dermatitis,"","",possible,Im,ATOPDERMATITIS,COV,681461000006115,681461000006115,681461000006115
Atopic dermatitis,MEDCODEID,Nappy rash - dermatitis,"","",possible,Im,ATOPDERMATITIS,COV,889141000006117,889141000006117,889141000006117
Atopic dermatitis,MEDCODEID,Neurodermatitis,"","",narrow,Im,ATOPDERMATITIS,COV,889181000006111,889181000006111,889181000006111
Atopic dermatitis,MEDCODEID,Neurodermatitis,"","",narrow,Im,ATOPDERMATITIS,COV,89586012,89586012,89586012
Atopic dermatitis,MEDCODEID,Neurodermatitis - diffuse,"","",narrow,Im,ATOPDERMATITIS,COV,357583018,357583018,357583018
Atopic dermatitis,MEDCODEID,Nickel dermatitis,"","",possible,Im,ATOPDERMATITIS,COV,853841000006115,853841000006115,853841000006115
Atopic dermatitis,MEDCODEID,Nodular chondrodermatitis,"","",possible,Im,ATOPDERMATITIS,COV,3745551000006112,3745551000006112,3745551000006112
Atopic dermatitis,MEDCODEID,Nummular dermatitis,"","",narrow,Im,ATOPDERMATITIS,COV,135069015,135069015,135069015
Atopic dermatitis,MEDCODEID,Nummular eczema,"","",narrow,Im,ATOPDERMATITIS,COV,3823951000006115,3823951000006115,3823951000006115
Atopic dermatitis,MEDCODEID,Occupational allergic contact dermatitis,"","",possible,Im,ATOPDERMATITIS,COV,1781705012,1781705012,1781705012
Atopic dermatitis,MEDCODEID,Occupational eczema,"","",possible,Im,ATOPDERMATITIS,COV,4935751000006110,4935751000006110,4935751000006110
Atopic dermatitis,MEDCODEID,Oil contact dermatitis,"","",possible,Im,ATOPDERMATITIS,COV,357559014,357559014,357559014
Atopic dermatitis,MEDCODEID,Onchodermatitis,"","",narrow,Im,ATOPDERMATITIS,COV,5152751000006112,5152751000006112,5152751000006112
Atopic dermatitis,MEDCODEID,POEM (Patient-Oriented Eczema Measure) score,"","",narrow,Im,ATOPDERMATITIS,COV,7782121000006116,7782121000006116,7782121000006116
Atopic dermatitis,MEDCODEID,Papular eczema,"","",narrow,Im,ATOPDERMATITIS,COV,5123731000006112,5123731000006112,5123731000006112
Atopic dermatitis,MEDCODEID,Papular eczema with elimination of papillary oedema,"","",narrow,Im,ATOPDERMATITIS,COV,5123721000006114,5123721000006114,5123721000006114
Atopic dermatitis,MEDCODEID,Patient-Oriented Eczema Measure score,"","",narrow,Im,ATOPDERMATITIS,COV,2632961000000119,2632961000000119,2632961000000119
Atopic dermatitis,MEDCODEID,Perfume contact dermatitis,"","",possible,Im,ATOPDERMATITIS,COV,357563019,357563019,357563019
Atopic dermatitis,MEDCODEID,Perianal dermatitis,"","",narrow,Im,ATOPDERMATITIS,COV,5573401000006117,5573401000006117,5573401000006117
Atopic dermatitis,MEDCODEID,Perianal seborrheic eczema,"","",narrow,Im,ATOPDERMATITIS,COV,6661801000006118,6661801000006118,6661801000006118
Atopic dermatitis,MEDCODEID,Periocular dermatitis,"","",narrow,Im,ATOPDERMATITIS,COV,2645974013,2645974013,2645974013
Atopic dermatitis,MEDCODEID,Periocular dermatitis- perioral dermatitis affecting eyelids,"","",narrow,Im,ATOPDERMATITIS,COV,6680021000006111,6680021000006111,6680021000006111
Atopic dermatitis,MEDCODEID,Perioral dermatitis,"","",narrow,Im,ATOPDERMATITIS,COV,357830017,357830017,357830017
Atopic dermatitis,MEDCODEID,Perioral dermatitis with periocular dermatitis,"","",narrow,Im,ATOPDERMATITIS,COV,6680011000006115,6680011000006115,6680011000006115
Atopic dermatitis,MEDCODEID,Perivascular dermatitis,"","",narrow,Im,ATOPDERMATITIS,COV,7338731000006111,7338731000006111,7338731000006111
Atopic dermatitis,MEDCODEID,Photoaggravated atopic dermatitis,"","",narrow,Im,ATOPDERMATITIS,COV,5123001000006119,5123001000006119,5123001000006119
Atopic dermatitis,MEDCODEID,Photoaggravated atopic eczema,"","",narrow,Im,ATOPDERMATITIS,COV,5123011000006116,5123011000006116,5123011000006116
Atopic dermatitis,MEDCODEID,Photoallergic dermatitis,"","",possible,Im,ATOPDERMATITIS,COV,4192591000006111,4192591000006111,4192591000006111
Atopic dermatitis,MEDCODEID,Photocontact dermatitis [berloque dermatitis],"","",possible,Im,ATOPDERMATITIS,COV,308568016,308568016,308568016
Atopic dermatitis,MEDCODEID,Photodermatitis,"","",possible,Im,ATOPDERMATITIS,COV,38016018,38016018,38016018
Atopic dermatitis,MEDCODEID,Photosensitive atopic dermatitis,"","",narrow,Im,ATOPDERMATITIS,COV,5122971000006116,5122971000006116,5122971000006116
Atopic dermatitis,MEDCODEID,Photosensitive dermatitis,"","",possible,Im,ATOPDERMATITIS,COV,3871911000006119,3871911000006119,3871911000006119
Atopic dermatitis,MEDCODEID,Photosensitivity dermatitis,"","",possible,Im,ATOPDERMATITIS,COV,2860981000006116,2860981000006116,2860981000006116
Atopic dermatitis,MEDCODEID,Phytophotodermatitis,"","",possible,Im,ATOPDERMATITIS,COV,5122581000006110,5122581000006110,5122581000006110
Atopic dermatitis,MEDCODEID,Pigmented purpuric lichenoid dermatitis of Gougerot and Blum,"","",narrow,Im,ATOPDERMATITIS,COV,2823161000006112,2823161000006112,2823161000006112
Atopic dermatitis,MEDCODEID,Pompholyx eczema,"","",narrow,Im,ATOPDERMATITIS,COV,6667221000006118,6667221000006118,6667221000006118
Atopic dermatitis,MEDCODEID,Primary irritant dermatitis,"","",possible,Im,ATOPDERMATITIS,COV,4189011000006118,4189011000006118,4189011000006118
Atopic dermatitis,MEDCODEID,Progesterone dermatitis,"","",possible,Im,ATOPDERMATITIS,COV,6633121000006112,6633121000006112,6633121000006112
Atopic dermatitis,MEDCODEID,Pruriginous atopic dermatitis,"","",narrow,Im,ATOPDERMATITIS,COV,5122951000006114,5122951000006114,5122951000006114
Atopic dermatitis,MEDCODEID,Prurigo pattern atopic dermatitis,"","",narrow,Im,ATOPDERMATITIS,COV,6661241000006115,6661241000006115,6661241000006115
Atopic dermatitis,MEDCODEID,Psoriasiform dermatitis,"","",narrow,Im,ATOPDERMATITIS,COV,3346661000006118,3346661000006118,3346661000006118
Atopic dermatitis,MEDCODEID,Psoriasiform eczema,"","",narrow,Im,ATOPDERMATITIS,COV,5123241000006110,5123241000006110,5123241000006110
Atopic dermatitis,MEDCODEID,Psoriasiform hand eczema,"","",narrow,Im,ATOPDERMATITIS,COV,5123141000006118,5123141000006118,5123141000006118
Atopic dermatitis,MEDCODEID,Psoriasiform palmoplantar eczema,"","",narrow,Im,ATOPDERMATITIS,COV,5123071000006113,5123071000006113,5123071000006113
Atopic dermatitis,MEDCODEID,Psoriasis with eczema,"","",possible,Im,ATOPDERMATITIS,COV,14197561000006117,14197561000006117,14197561000006117
Atopic dermatitis,MEDCODEID,Psoriasis-eczema overlap condition,"","",possible,Im,ATOPDERMATITIS,COV,5123881000006115,5123881000006115,5123881000006115
Atopic dermatitis,MEDCODEID,Pustular eczema,"","",narrow,Im,ATOPDERMATITIS,COV,192189011,192189011,192189011
Atopic dermatitis,MEDCODEID,Pustular eczema,"","",narrow,Im,ATOPDERMATITIS,COV,195021000006118,195021000006118,195021000006118
Atopic dermatitis,MEDCODEID,Radiation dermatitis,"","",possible,Im,ATOPDERMATITIS,COV,3294171000006114,3294171000006114,3294171000006114
Atopic dermatitis,MEDCODEID,Radiodermatitis,"","",possible,Im,ATOPDERMATITIS,COV,81779016,81779016,81779016
Atopic dermatitis,MEDCODEID,Referral to eczema clinic,"","",narrow,Im,ATOPDERMATITIS,COV,1137101000000119,1137101000000119,1137101000000119
Atopic dermatitis,MEDCODEID,SBD - Seborrheic dermatitis,"","",narrow,Im,ATOPDERMATITIS,COV,3318761000006119,3318761000006119,3318761000006119
Atopic dermatitis,MEDCODEID,SBD - Seborrhoeic dermatitis,"","",narrow,Im,ATOPDERMATITIS,COV,3318751000006116,3318751000006116,3318751000006116
Atopic dermatitis,MEDCODEID,Saliva-induced contact dermatitis,"","",possible,Im,ATOPDERMATITIS,COV,5123531000006119,5123531000006119,5123531000006119
Atopic dermatitis,MEDCODEID,Seborrheic dermatitis,"","",narrow,Im,ATOPDERMATITIS,COV,3318721000006113,3318721000006113,3318721000006113
Atopic dermatitis,MEDCODEID,Seborrheic dermatitis of scalp,"","",narrow,Im,ATOPDERMATITIS,COV,4515171000006119,4515171000006119,4515171000006119
Atopic dermatitis,MEDCODEID,Seborrhoeic dermat-eczema NOS,"","",narrow,Im,ATOPDERMATITIS,COV,889121000006112,889121000006112,889121000006112
Atopic dermatitis,MEDCODEID,Seborrhoeic dermatitis,"","",narrow,Im,ATOPDERMATITIS,COV,84230010,84230010,84230010
Atopic dermatitis,MEDCODEID,Seborrhoeic dermatitis of scalp,"","",narrow,Im,ATOPDERMATITIS,COV,220911000000115,220911000000115,220911000000115
Atopic dermatitis,MEDCODEID,Seborrhoeic dermatitis-eczema,"","",narrow,Im,ATOPDERMATITIS,COV,889131000006110,889131000006110,889131000006110
Atopic dermatitis,MEDCODEID,Seborrhoeic eczema,"","",narrow,Im,ATOPDERMATITIS,COV,84231014,84231014,84231014
Atopic dermatitis,MEDCODEID,Seborrhoeic eczema of scalp,"","",narrow,Im,ATOPDERMATITIS,COV,4515181000006116,4515181000006116,4515181000006116
Atopic dermatitis,MEDCODEID,Seborrhoeic eczema-like eruption,"","",possible,Im,ATOPDERMATITIS,COV,5128851000006119,5128851000006119,5128851000006119
Atopic dermatitis,MEDCODEID,Secondary eczematous condition,"","",possible,Im,ATOPDERMATITIS,COV,6667531000006117,6667531000006117,6667531000006117
Atopic dermatitis,MEDCODEID,Senile asteatotic eczema,"","",narrow,Im,ATOPDERMATITIS,COV,6633901000006117,6633901000006117,6633901000006117
Atopic dermatitis,MEDCODEID,Senile dermatitis herpetiformis,"","",narrow,Im,ATOPDERMATITIS,COV,13128017,13128017,13128017
Atopic dermatitis,MEDCODEID,Site-specific eczema,"","",narrow,Im,ATOPDERMATITIS,COV,5123831000006116,5123831000006116,5123831000006116
Atopic dermatitis,MEDCODEID,Spongiotic dermatitis,"","",possible,Im,ATOPDERMATITIS,COV,2876921000006114,2876921000006114,2876921000006114
Atopic dermatitis,MEDCODEID,Stasis dermatitis,"","",possible,Im,ATOPDERMATITIS,COV,3071951000006119,3071951000006119,3071951000006119
Atopic dermatitis,MEDCODEID,Stasis eczema,"","",possible,Im,ATOPDERMATITIS,COV,3071961000006117,3071961000006117,3071961000006117
Atopic dermatitis,MEDCODEID,Strimmer dermatitis,"","",possible,Im,ATOPDERMATITIS,COV,5122611000006119,5122611000006119,5122611000006119
Atopic dermatitis,MEDCODEID,Swimming pool dermatitis,"","",possible,Im,ATOPDERMATITIS,COV,5604721000006116,5604721000006116,5604721000006116
Atopic dermatitis,MEDCODEID,Thrombocytopenic eczema with immunodeficiency,"","",possible,Im,ATOPDERMATITIS,COV,100341000006117,100341000006117,100341000006117
Atopic dermatitis,MEDCODEID,Truncal seborrhoeic dermatitis,"","",narrow,Im,ATOPDERMATITIS,COV,5123251000006112,5123251000006112,5123251000006112
Atopic dermatitis,MEDCODEID,Unclassifiable eczema,"","",possible,Im,ATOPDERMATITIS,COV,5647451000006115,5647451000006115,5647451000006115
Atopic dermatitis,MEDCODEID,Unspecified contact dermatitis due to solar radiation,"","",possible,Im,ATOPDERMATITIS,COV,308562015,308562015,308562015
Atopic dermatitis,MEDCODEID,Urine-induced contact dermatitis,"","",possible,Im,ATOPDERMATITIS,COV,3986341000006112,3986341000006112,3986341000006112
Atopic dermatitis,MEDCODEID,Varicose eczema,"","",possible,Im,ATOPDERMATITIS,COV,489882019,489882019,489882019
Atopic dermatitis,MEDCODEID,Varicose eczema - leg,"","",possible,Im,ATOPDERMATITIS,COV,884781000006111,884781000006111,884781000006111
Atopic dermatitis,MEDCODEID,Varicose eczema leg,"","",possible,Im,ATOPDERMATITIS,COV,5575541000006118,5575541000006118,5575541000006118
Atopic dermatitis,MEDCODEID,Varicose veins of leg in long saphenous vein distribution with eczema,"","",possible,Im,ATOPDERMATITIS,COV,6029061000006110,6029061000006110,6029061000006110
Atopic dermatitis,MEDCODEID,Varicose veins of leg in short saphenous vein distribution with eczema,"","",possible,Im,ATOPDERMATITIS,COV,6029071000006115,6029071000006115,6029071000006115
Atopic dermatitis,MEDCODEID,Varicose veins of the leg with eczema,"","",possible,Im,ATOPDERMATITIS,COV,411635018,411635018,411635018
Atopic dermatitis,MEDCODEID,Varicose veins of the leg with ulcer and eczema,"","",possible,Im,ATOPDERMATITIS,COV,300723011,300723011,300723011
Atopic dermatitis,MEDCODEID,Venous eczema,"","",possible,Im,ATOPDERMATITIS,COV,6289461000006116,6289461000006116,6289461000006116
Atopic dermatitis,MEDCODEID,Vesicular eczema of feet,"","",narrow,Im,ATOPDERMATITIS,COV,4807401000006110,4807401000006110,4807401000006110
Atopic dermatitis,MEDCODEID,Vesicular eczema of hands and feet,"","",narrow,Im,ATOPDERMATITIS,COV,6667231000006115,6667231000006115,6667231000006115
Atopic dermatitis,MEDCODEID,Vesicular eczema of hands and-or feet,"","",narrow,Im,ATOPDERMATITIS,COV,633041000006119,633041000006119,633041000006119
Atopic dermatitis,MEDCODEID,Vesicular hand eczema,"","",narrow,Im,ATOPDERMATITIS,COV,545831000006111,545831000006111,545831000006111
Atopic dermatitis,MEDCODEID,Viral dermatitis of eyelid,"","",possible,Im,ATOPDERMATITIS,COV,5027651000006112,5027651000006112,5027651000006112
Atopic dermatitis,MEDCODEID,Vulval dermatitis,"","",narrow,Im,ATOPDERMATITIS,COV,6662391000006113,6662391000006113,6662391000006113
Atopic dermatitis,MEDCODEID,Vulval eczema,"","",narrow,Im,ATOPDERMATITIS,COV,6662381000006110,6662381000006110,6662381000006110
Atopic dermatitis,MEDCODEID,[RFC] Eczema,"","",narrow,Im,ATOPDERMATITIS,COV,905661000006119,905661000006119,905661000006119
Atopic dermatitis,MEDCODEID,[RFC] Eczema,"","",narrow,Im,ATOPDERMATITIS,COV,939541000006111,939541000006111,939541000006111
Atopic dermatitis,MEDCODEID,[RFC] Varicose eczema,"","",possible,Im,ATOPDERMATITIS,COV,906691000006119,906691000006119,906691000006119
Atopic dermatitis,MEDCODEID,[RFC] Varicose eczema,"","",possible,Im,ATOPDERMATITIS,COV,939531000006118,939531000006118,939531000006118
Atopic dermatitis,MEDCODEID,[X]Allergic contact dermatitis due to other agents,"","",possible,Im,ATOPDERMATITIS,COV,309319012,309319012,309319012
Atopic dermatitis,MEDCODEID,[X]Dermatitis and eczema,"","",narrow,Im,ATOPDERMATITIS,COV,309315018,309315018,309315018
Atopic dermatitis,MEDCODEID,[X]Dermatitis due to other substances taken internally,"","",possible,Im,ATOPDERMATITIS,COV,309324010,309324010,309324010
Atopic dermatitis,MEDCODEID,[X]Irritant contact dermatitis due to oth chemical products,"","",possible,Im,ATOPDERMATITIS,COV,394521000006117,394521000006117,394521000006117
Atopic dermatitis,MEDCODEID,[X]Irritant contact dermatitis due to other agents,"","",possible,Im,ATOPDERMATITIS,COV,309321019,309321019,309321019
Atopic dermatitis,MEDCODEID,[X]Other seborrhoeic dermatitis,"","",narrow,Im,ATOPDERMATITIS,COV,309316017,309316017,309316017
Atopic dermatitis,MEDCODEID,[X]Other specified dermatitis,"","",possible,Im,ATOPDERMATITIS,COV,309328013,309328013,309328013
